name,dob,race,address,email,children,has_kids,car,income,sqft,sleephours,pet
"Hall, Madison",1991-05-26,Hispanic,123 Main St Chicago Ik 23948,Hall@outlook.com,1,Yes,Pontiac Firebird,48421,1200,4.863161049381665,none
"Booth, Jessica",1981-11-19,White,8234 Chester Ave Chapel Hill NC 27514,Booth@hotmail.com,0,No,Merc 450SL,114713,2347,7.147128926657294,dog
"Fuller, Madelyne",1973-10-24,White,"23498 Abbey Road Philadeplhia PE, 19403",Fuller@hotmail.com,0,No,Fiat X1-9,143917,2639,7.439174774382356,none
"Hazelton, Josseline",2001-08-19,Asian,"23498 Abbey Road Philadeplhia PE, 19403",Hazelton@aol.com,0,No,Pontiac Firebird,90015,2100,6.900152300617199,none
"Burr, Alex",1984-05-16,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",Burr@aol.com,3,Yes,Porsche 914-2,61110,3602,4.958325432860119,dog
"Dunn, Yaroslav",1953-07-09,White,123 Main St Chicago Ik 23948,Dunn@yahoo.com,3,Yes,Camaro Z28,138692,3604,5.540187144323287,none
"Willcutt, Cheyenne",1943-03-31,White,Elvis Presley Blvd MEMPHIS tn 38116,Willcutt@yahoo.com,0,No,Merc 230,33771,1538,6.337713342123382,cat
"Yin, Ivy",1965-03-08,White,"23498 Abbey Road Philadeplhia PE, 19403",Yin@yahoo.com,2,Yes,Maserati Bora,106219,2402,5.296643271186858,cat
"Fadase, Micholette",1922-09-14,White,8234 Chester Ave Chapel Hill NC 27514,Fadase@gmail.com,3,Yes,Pontiac Firebird,31043,3601,4.7328252881223145,dog
"al-Farooqui, Jubair",1986-03-11,White,"23498 Abbey Road Philadeplhia PE, 19403",al-Farooqui@gmail.com,0,No,Dodge Challenger,189925,3099,7.899246088942171,hamster
"Noda, William",1949-04-17,Asian,"23498 Abbey Road Philadeplhia PE, 19403",Noda@hotmail.com,8,Yes,Datsun 710,55137,9604,4.913527717055019,cat
"Fields, Irene",1970-08-16,Black/AA,"23498 Abbey Road Philadeplhia PE, 19403",Fields@gmail.com,0,No,Mazda RX4,54711,1747,6.547106597254696,none
"al-Taheri, Shaakira",1949-04-30,Two or more,"23498 Abbey Road Philadeplhia PE, 19403",al-Taheri@yahoo.com,0,No,Porsche 914-2,117424,2374,7.17423615007578,dog
"Gaucin, Sergio",1963-05-03,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Gaucin@outlook.com,0,No,Cadillac Fleetwood,173342,2933,7.733420897040859,dog
"Perkins, Kedrick",1996-02-03,White,123 Main St Chicago Ik 23948,Perkins@aol.com,1,Yes,Lotus Europa,89605,1201,5.1720404806272375,cat
"Farias, Jose",1972-08-21,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Farias@gmail.com,0,No,Porsche 914-2,27227,1472,6.2722703882092645,cat
"Hepper, Antonia",1924-12-29,White,123 Main St Chicago Ik 23948,Hepper@gmail.com,2,Yes,Mazda RX4,44241,2401,4.831808970454966,cat
"Loera, Teresa",2005-04-14,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Loera@gmail.com,0,No,Ferrari Dino,67542,1875,6.675421817424369,cat
"al-Sabet, Abdur Raqeeb",1931-04-28,White,Elvis Presley Blvd MEMPHIS tn 38116,al-Sabet@hotmail.com,0,No,Lotus Europa,47467,1675,6.474666175501597,cat
"Faulhaber, Dylan",1992-11-15,Asian,432 Azalea Rd Apt 2b Wilmington NC 28415,Faulhaber@outlook.com,0,No,Datsun 710,152515,2725,7.525153533201339,dog
"Moore, Jayren",1955-11-01,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Moore@yahoo.com,1,Yes,Hornet Sportabout,250706,1203,6.380293811885523,dog
"al-Abraham, Shafeeqa",1936-08-02,White,"23498 Abbey Road Philadeplhia PE, 19403",al-Abraham@hotmail.com,1,Yes,Maserati Bora,152754,1202,5.645655504406294,cat
"Torrez, Edith",1936-09-09,Two or more,123 Main St Chicago Ik 23948,Torrez@yahoo.com,0,No,Merc 280C,81156,2012,6.8115643063619284,none
"Wright, Gianna",1948-03-22,White,Elvis Presley Blvd MEMPHIS tn 38116,Wright@yahoo.com,0,No,Duster 360,20462,1405,6.204620094269521,cat
"Howard, Gianna",1938-05-09,White,8234 Chester Ave Chapel Hill NC 27514,Howard@yahoo.com,0,No,Ferrari Dino,73433,1934,6.734330422836516,cat
"Smith, Belinda",1972-01-22,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Smith@gmail.com,1,Yes,Camaro Z28,50173,1201,4.876294814798549,dog
"Villalobos, Genessis",1925-07-28,Black/AA,123 Main St Chicago Ik 23948,Villalobos@gmail.com,0,No,Porsche 914-2,101464,2215,7.014642016563545,cat
"Brown, Eugene",1986-12-30,NHOPI,Elvis Presley Blvd MEMPHIS tn 38116,Brown@gmail.com,0,No,Merc 450SL,109416,2294,7.09415680322364,none
"Jelly, Saraya",1960-02-15,Black/AA,123 Main St Chicago Ik 23948,Jelly@yahoo.com,2,Yes,Mazda RX4,67775,2401,5.008310520922984,none
"Le, Tuan",1963-02-18,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Le@gmail.com,0,No,Merc 280,24924,1449,6.249242963152976,cat
"Nwairo, Te'Aisha",1931-11-15,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Nwairo@aol.com,0,No,Volvo 142E,45099,1651,6.450993050668275,none
"Oscarson, Cheyenne",1938-02-16,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Oscarson@aol.com,0,No,AMC Javelin,104293,2243,7.042932037378511,none
"Mcgary, Alexandria",1936-10-01,White,8234 Chester Ave Chapel Hill NC 27514,Mcgary@outlook.com,0,No,Merc 450SE,189485,3095,7.894850170392975,none
"Arnold, Jonathan",1988-10-23,White,"23498 Abbey Road Philadeplhia PE, 19403",Arnold@yahoo.com,0,No,AMC Javelin,36923,1569,6.369225722430151,cat
"Jimenez, Tynika",1955-04-23,White,Elvis Presley Blvd MEMPHIS tn 38116,Jimenez@aol.com,1,Yes,Datsun 710,13040,1200,4.597799767030896,none
"Mccoy, Dominik",1996-05-22,Two or more,8234 Chester Ave Chapel Hill NC 27514,Mccoy@outlook.com,0,No,Hornet Sportabout,113158,2332,7.131577972580661,none
"Klas, Jacob",1996-08-11,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,Klas@outlook.com,1,Yes,Duster 360,138306,1201,5.537292217514608,none
"Carruthers, Schuyler",1956-06-03,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Carruthers@gmail.com,1,Yes,Hornet Sportabout,28206,1200,4.7115451274030375,none
"Conner, Dominick",1963-02-21,White,8234 Chester Ave Chapel Hill NC 27514,Conner@outlook.com,1,Yes,Camaro Z28,33418,1200,4.750637147783683,dog
"Jimenez, Nathan",1948-12-17,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Jimenez@aol.com,0,No,Hornet 4 Drive,72536,1925,6.725358476489316,none
"Kunzman, Nitha",1970-03-14,White,"23498 Abbey Road Philadeplhia PE, 19403",Kunzman@yahoo.com,3,Yes,Mazda RX4,30754,3601,4.730657960868992,none
"el-Gad, Mahfoodha",1963-08-19,White,8234 Chester Ave Chapel Hill NC 27514,el-Gad@gmail.com,0,No,Merc 240D,46577,1666,6.465765323168423,dog
"Mudd, Easton",1976-05-30,White,"10 HWY 15 Philadelphia, PA, 19147",Mudd@aol.com,2,Yes,Toyota Corona,128479,2403,5.463594031827465,dog
"Mauga, Megan",1974-06-03,White,Elvis Presley Blvd MEMPHIS tn 38116,Mauga@yahoo.com,8,Yes,Cadillac Fleetwood,44857,9604,4.8364280473170735,none
"al-Akbar, Hanaaa",1942-11-17,Black/AA,123 Main St Chicago Ik 23948,al-Akbar@gmail.com,1,Yes,Dodge Challenger,12771,1200,4.595784993827666,dog
"al-Hanif, Rajab",1957-11-12,Asian,8234 Chester Ave Chapel Hill NC 27514,al-Hanif@aol.com,0,No,Toyota Corolla,79251,1993,6.792511646594652,none
"Froning, Shashankh",1938-04-25,White,"23498 Abbey Road Philadeplhia PE, 19403",Froning@gmail.com,2,Yes,Merc 450SE,18191,2400,4.636435005415929,none
"Beck, Bethany",2001-09-10,Hispanic,123 Main St Chicago Ik 23948,Beck@aol.com,0,No,Toyota Corolla,95657,2157,6.956570162458437,dog
"al-Yusuf, Jalaal",1979-05-29,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",al-Yusuf@outlook.com,0,No,Chrysler Imperial,88282,2083,6.882817121177022,none
"Fuller, Brandon",1978-10-17,White,Elvis Presley Blvd MEMPHIS tn 38116,Fuller@yahoo.com,0,No,Hornet 4 Drive,109039,2290,7.090391161240489,cat
"Richardson, Danielle",1989-10-02,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Richardson@yahoo.com,0,No,Merc 280C,119311,2393,7.193108420115507,none
"Hendrix, Zachery",1938-02-07,White,"23498 Abbey Road Philadeplhia PE, 19403",Hendrix@gmail.com,0,No,Ferrari Dino,66067,1861,6.660672337695843,cat
"White, John",1953-08-03,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,White@aol.com,0,No,Honda Civic,104757,2248,7.0475667468788545,dog
"Johnson, Derek",1977-03-08,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Johnson@outlook.com,1,Yes,Chrysler Imperial,206873,1202,6.051547334545359,dog
"Kaul, May",1936-08-21,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Kaul@hotmail.com,1,Yes,Datsun 710,120741,1201,5.40556058828467,dog
"Gurrola, Maria",1931-10-05,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Gurrola@hotmail.com,9,Yes,Ferrari Dino,191305,10817,5.934786430148493,dog
"Monahan, Riley",1999-02-18,White,"10 HWY 15 Philadelphia, PA, 19147",Monahan@gmail.com,2,Yes,Camaro Z28,123219,2402,5.424139183506696,cat
"el-Matar, Sadeeda",1922-04-07,White,432 Azalea Rd Apt 2b Wilmington NC 28415,el-Matar@yahoo.com,0,No,Merc 280,33216,1532,6.332159284808112,none
"Hornbuckle, Rodney",1959-10-03,White,"10 HWY 15 Philadelphia, PA, 19147",Hornbuckle@hotmail.com,7,Yes,Merc 230,24278,8402,4.682087094073163,cat
"Farmer, Thaylor",1949-03-29,White,"10 HWY 15 Philadelphia, PA, 19147",Farmer@hotmail.com,1,Yes,Merc 280,130819,1201,5.481142316824307,cat
"Meyer, Avery",1953-09-02,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",Meyer@gmail.com,3,Yes,Ferrari Dino,188516,3606,5.913872130876939,cat
"al-Can, Shaimaaa",1991-01-31,Hispanic,123 Main St Chicago Ik 23948,al-Can@gmail.com,0,No,Merc 450SLC,81359,2014,6.813592922971951,none
"al-Siddique, Sadeeqa",1994-11-18,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",al-Siddique@outlook.com,0,No,Fiat 128,60346,1803,6.603460605224031,none
"Gibbs, Destinie",1941-08-10,Two or more,"10 HWY 15 Philadelphia, PA, 19147",Gibbs@yahoo.com,2,Yes,Ferrari Dino,38949,2401,4.7921146038149045,none
"Williams, Shauna",1920-04-06,Two or more,"23498 Abbey Road Philadeplhia PE, 19403",Williams@outlook.com,0,No,Honda Civic,78286,1983,6.782857865910523,none
"Miller, Savannah",1985-08-24,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Miller@gmail.com,0,No,Valiant,8115,1281,6.081146655425147,cat
"Williams, Carolyn",1931-01-13,NHOPI,432 Azalea Rd Apt 2b Wilmington NC 28415,Williams@outlook.com,0,No,Valiant,107930,2279,7.079302114510934,none
"Hernandez, Verenice",1949-10-23,White,Elvis Presley Blvd MEMPHIS tn 38116,Hernandez@aol.com,0,No,Maserati Bora,100206,2202,7.002060852659534,none
"Nwankwo, Yasin",2000-09-14,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Nwankwo@gmail.com,2,Yes,AMC Javelin,67587,2401,5.006903720123,none
"Neubert, Ashley",1999-10-20,Hispanic,123 Main St Chicago Ik 23948,Neubert@yahoo.com,0,No,Toyota Corona,17684,1377,6.176840394334742,cat
"al-Shaker, Raihaana",1974-08-24,White,"10 HWY 15 Philadelphia, PA, 19147",al-Shaker@yahoo.com,1,Yes,Merc 280C,27295,1200,4.704711685180309,none
"Bishop, Dao",1994-01-15,Black/AA,8234 Chester Ave Chapel Hill NC 27514,Bishop@hotmail.com,0,No,Merc 450SLC,89334,2093,6.893342275286426,dog
"al-Jafri, Luwai",1980-10-07,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,al-Jafri@aol.com,1,Yes,Toyota Corona,9961,1200,4.574707501925994,dog
"Littlethunder, Jazlyn",1937-09-10,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Littlethunder@gmail.com,3,Yes,Toyota Corolla,35319,3601,4.7648911082962275,none
"Pham, Ishan",1924-02-28,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",Pham@aol.com,0,No,Valiant,147992,2680,7.479924193345143,none
"Oswalt-Naasz, Sean",1935-06-13,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",Oswalt-Naasz@gmail.com,1,Yes,Datsun 710,109324,1201,5.319928856805144,dog
"Oda, Kenneth",1992-06-29,White,"23498 Abbey Road Philadeplhia PE, 19403",Oda@yahoo.com,1,Yes,Mazda RX4 Wag,86561,1201,5.149204080796633,none
"Lopez Barrios, Jose",1958-03-31,White,8234 Chester Ave Chapel Hill NC 27514,Lopez Barrios@aol.com,0,No,Ford Pantera L,1793,1218,6.017932362044322,dog
"Bachicha, Isaac",1967-11-21,Black/AA,"23498 Abbey Road Philadeplhia PE, 19403",Bachicha@aol.com,2,Yes,Ford Pantera L,209220,2404,6.069151900198985,none
"Squires, Gabriela",1930-11-22,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Squires@hotmail.com,0,No,Lincoln Continental,52688,1727,6.526883159972719,none
"Hiraoka, Derek",1930-03-18,White,123 Main St Chicago Ik 23948,Hiraoka@hotmail.com,0,No,Camaro Z28,134573,2546,7.345725827608922,none
"Nguyen, Benjamin",1976-05-12,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Nguyen@gmail.com,0,No,Volvo 142E,112516,2325,7.1251575734017045,dog
"Fowler, Kaitlyn",1922-09-07,Black/AA,"23498 Abbey Road Philadeplhia PE, 19403",Fowler@yahoo.com,0,No,Merc 450SL,89978,2100,6.8997755102349,dog
"Thorne, Brandon",1931-06-13,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Thorne@yahoo.com,0,No,Merc 280C,17469,1375,6.174685564523162,none
"Ferguson, Mason",1925-09-10,Two or more,"10 HWY 15 Philadelphia, PA, 19147",Ferguson@outlook.com,0,No,Maserati Bora,89699,2097,6.896986298515545,none
"al-Nazir, Fakeeha",1961-05-30,Asian,123 Main St Chicago Ik 23948,al-Nazir@hotmail.com,5,Yes,Valiant,122970,6006,5.422274801330811,none
"Blevins, Darrell",1939-05-06,Two or more,"10 HWY 15 Philadelphia, PA, 19147",Blevins@gmail.com,1,Yes,Volvo 142E,61942,1201,4.964564112858514,cat
"Jaramillo, Tarquin",1979-12-23,Black/AA,"23498 Abbey Road Philadeplhia PE, 19403",Jaramillo@hotmail.com,0,No,Mazda RX4,75553,1956,6.755533839616433,none
"al-Rahim, Alawi",1946-08-27,White,"10 HWY 15 Philadelphia, PA, 19147",al-Rahim@yahoo.com,0,No,Volvo 142E,429,1204,6.004287990265349,none
"Drake, Briana",1978-03-22,White,"23498 Abbey Road Philadeplhia PE, 19403",Drake@yahoo.com,0,No,Merc 240D,96325,2163,6.963245975056017,dog
"Takata, Samuel",1938-03-06,White,Elvis Presley Blvd MEMPHIS tn 38116,Takata@aol.com,0,No,Merc 450SLC,198790,3188,7.9878977269720455,dog
"Russell, Charlayna",1954-01-28,Black/AA,Elvis Presley Blvd MEMPHIS tn 38116,Russell@gmail.com,0,No,Merc 450SE,14284,1343,6.142840851760386,parrot
"Graham, Airana",1984-12-07,AIAN,8234 Chester Ave Chapel Hill NC 27514,Graham@gmail.com,0,No,Merc 450SE,84987,2050,6.8498673500238265,dog
"Fleischman Jr, Destiny",1956-08-21,White,"23498 Abbey Road Philadeplhia PE, 19403",Fleischman Jr@hotmail.com,0,No,Duster 360,61587,1816,6.615865699837045,hamster
"el-Mansouri, Sabeeha",1981-01-21,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",el-Mansouri@yahoo.com,1,Yes,Lincoln Continental,112409,1201,5.34306741481841,none
"Coriz, Paris",2001-09-01,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",Coriz@outlook.com,1,Yes,Lincoln Continental,124013,1201,5.430101224146151,none
"Cirbo, Zachary",1999-07-22,White,8234 Chester Ave Chapel Hill NC 27514,Cirbo@aol.com,1,Yes,Dodge Challenger,73755,1201,5.053162466708842,cat
"Bundy, Tess",1936-10-25,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Bundy@yahoo.com,3,Yes,Merc 240D,18403,3601,4.638021781932716,cat
"Truong, Alec",1952-11-15,Two or more,"10 HWY 15 Philadelphia, PA, 19147",Truong@outlook.com,1,Yes,Fiat 128,23323,1200,4.6749207912159925,none
"Vigil, Tarquin",1944-06-04,White,8234 Chester Ave Chapel Hill NC 27514,Vigil@outlook.com,2,Yes,Lincoln Continental,8141,2400,4.561057011587409,none
"Karrick, Nicholas",2003-06-30,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,Karrick@hotmail.com,0,No,Merc 280C,128734,2487,7.28734309674693,cat
"Ruiz, Krista",1930-04-27,Hispanic,123 Main St Chicago Ik 23948,Ruiz@yahoo.com,5,Yes,Maserati Bora,41314,6002,4.809855614463239,dog
"al-Ramadan, Ihaab",1931-05-24,White,"23498 Abbey Road Philadeplhia PE, 19403",al-Ramadan@outlook.com,1,Yes,Merc 450SLC,86721,1201,5.1504107737237,cat
"el-Dajani, Saleet",1989-12-30,White,Elvis Presley Blvd MEMPHIS tn 38116,el-Dajani@gmail.com,1,Yes,Datsun 710,30111,1200,4.725830141861241,none
"Carter, Brooklyn",1981-02-04,White,"10 HWY 15 Philadelphia, PA, 19147",Carter@yahoo.com,3,Yes,Lotus Europa,99005,3603,5.242534557344634,cat
"Wilson, Nico",2002-06-02,Black/AA,"23498 Abbey Road Philadeplhia PE, 19403",Wilson@outlook.com,1,Yes,Merc 230,20798,1200,4.655986109958084,dog
"Morales, Ethan",1934-03-29,Black/AA,123 Main St Chicago Ik 23948,Morales@yahoo.com,0,No,Merc 280,182534,3025,7.825337619992617,cat
"Guardado, Branden",1925-11-24,Black/AA,"23498 Abbey Road Philadeplhia PE, 19403",Guardado@aol.com,2,Yes,Merc 230,76660,2402,5.0749510738115795,none
"Session, Marilyn",1936-08-17,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Session@aol.com,0,No,Pontiac Firebird,155429,2754,7.55429343274255,none
"al-Mourad, Raaniya",1935-06-10,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",al-Mourad@yahoo.com,1,Yes,Datsun 710,26966,1200,4.702245854884973,cat
"Dudley, Marcus",1923-01-24,White,"23498 Abbey Road Philadeplhia PE, 19403",Dudley@aol.com,3,Yes,Lotus Europa,43388,3601,4.825406996588259,none
"Canas, Carlos",1959-12-07,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Canas@hotmail.com,0,No,Merc 240D,39590,1596,6.395899884300316,dog
"Kunzman, Conner",1991-11-18,Black/AA,8234 Chester Ave Chapel Hill NC 27514,Kunzman@hotmail.com,0,No,Fiat X1-9,86019,2060,6.860193337414864,cat
"Weinstein, Melissa",2001-07-06,White,Elvis Presley Blvd MEMPHIS tn 38116,Weinstein@outlook.com,1,Yes,AMC Javelin,202725,1202,6.020438521217201,none
"Bills, Malcolm",1932-07-16,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,Bills@aol.com,0,No,Mazda RX4,30124,1501,6.3012380993557136,none
"Harline, Kaitlyn",1977-01-28,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Harline@yahoo.com,2,Yes,Merc 450SLC,2280,2400,4.517103054630861,none
"Khundgaa, Jessica",1929-04-06,White,"10 HWY 15 Philadelphia, PA, 19147",Khundgaa@outlook.com,0,No,Mazda RX4 Wag,14240,1342,6.142403779510396,cat
"Canada, Destiny",1983-01-13,NHOPI,"10 HWY 15 Philadelphia, PA, 19147",Canada@hotmail.com,1,Yes,Hornet 4 Drive,54474,1201,4.90855790419541,none
"Mingis, Austin",1970-02-27,Two or more,8234 Chester Ave Chapel Hill NC 27514,Mingis@outlook.com,0,No,Merc 280C,57855,1779,6.578547592123639,cat
"Lander, Simone",1977-03-02,White,"10 HWY 15 Philadelphia, PA, 19147",Lander@gmail.com,0,No,Porsche 914-2,304898,4249,9.048979524190951,none
"Yeo, Dominican",1951-02-26,AIAN,Elvis Presley Blvd MEMPHIS tn 38116,Yeo@hotmail.com,0,No,Hornet 4 Drive,8220,1282,6.082202473178053,dog
"Paskemin, Courtney",1954-03-19,White,8234 Chester Ave Chapel Hill NC 27514,Paskemin@gmail.com,0,No,Porsche 914-2,104179,2242,7.041791369745716,none
"al-Popal, Nabeeha",1925-06-09,White,"23498 Abbey Road Philadeplhia PE, 19403",al-Popal@outlook.com,0,No,Merc 450SE,41965,1620,6.419650555569773,none
"Chow, Patricia",1944-07-07,NHOPI,123 Main St Chicago Ik 23948,Chow@outlook.com,3,Yes,Duster 360,92799,3603,5.195995486054782,cat
"al-Minhas, Badruddeen",1927-07-01,White,8234 Chester Ave Chapel Hill NC 27514,al-Minhas@yahoo.com,1,Yes,Fiat 128,99377,1201,5.245328345170439,dog
"Garcia, Madison",1939-11-21,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Garcia@aol.com,0,No,Mazda RX4,76143,1961,6.761427222972768,none
"Nelson, Cyrus",1930-03-06,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Nelson@gmail.com,1,Yes,Chrysler Imperial,18522,1200,4.638911964561427,cat
"Conley, Brandon",1925-02-06,Two or more,8234 Chester Ave Chapel Hill NC 27514,Conley@aol.com,2,Yes,Camaro Z28,101355,2402,5.260158827043423,cat
"Martinez, Audry",1966-03-15,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Martinez@yahoo.com,0,No,Honda Civic,49366,1694,6.493662017142894,parrot
"Hernandez, Cheresa",1965-03-05,Asian,123 Main St Chicago Ik 23948,Hernandez@gmail.com,1,Yes,Dodge Challenger,43242,1200,4.824312398630353,dog
"Mueller, Leta",1973-05-02,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Mueller@aol.com,1,Yes,Porsche 914-2,173546,1202,5.801593141450903,none
"Retana, Kyle",1985-10-07,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Retana@aol.com,0,No,Pontiac Firebird,667,1207,6.006668617716482,cat
"Fessler, Austin",1994-03-04,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Fessler@yahoo.com,0,No,Mazda RX4 Wag,119478,2395,7.19477548381809,none
"Wellington, Sara",1950-05-29,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Wellington@aol.com,2,Yes,Lotus Europa,25639,2401,4.692293229235902,none
"Wong, David",1941-10-12,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Wong@yahoo.com,0,No,Camaro Z28,97749,2177,6.977494490585631,none
"Perez, Daniel",1931-01-21,White,"10 HWY 15 Philadelphia, PA, 19147",Perez@outlook.com,8,Yes,Lincoln Continental,54398,9604,4.907987459422339,cat
"Geddie, Zach",2000-05-06,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Geddie@hotmail.com,0,No,Duster 360,41666,1617,6.41665809474376,dog
"Sarmiento, Hannah",1954-01-21,Hispanic,123 Main St Chicago Ik 23948,Sarmiento@gmail.com,2,Yes,Mazda RX4,60767,2401,4.955754579310285,dog
"al-Tawil, Arafaat",1930-06-10,Asian,8234 Chester Ave Chapel Hill NC 27514,al-Tawil@yahoo.com,1,Yes,Lotus Europa,36547,1200,4.774105988354394,none
"Lehi, Bethany",1994-12-01,White,Elvis Presley Blvd MEMPHIS tn 38116,Lehi@yahoo.com,0,No,Mazda RX4 Wag,116790,2368,7.167904886290277,none
"Mcdevitt, Benton",1940-10-30,White,123 Main St Chicago Ik 23948,Mcdevitt@hotmail.com,8,Yes,Porsche 914-2,6872,9601,4.5515414015792155,dog
"Whiteskunk, Ashlyn",1928-09-11,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Whiteskunk@aol.com,0,No,Merc 280C,266553,3866,8.665534358838375,cat
"Runnells, Eian",1980-05-07,White,"10 HWY 15 Philadelphia, PA, 19147",Runnells@hotmail.com,2,Yes,Datsun 710,90652,2402,5.179889444113418,hamster
"Tran, Coob",1927-06-05,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Tran@gmail.com,1,Yes,Chrysler Imperial,127874,1201,5.4590583123824175,none
"Ho, Dally",1948-06-21,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Ho@yahoo.com,3,Yes,Merc 280,19437,3601,4.645775251349193,none
"Asamoah, Savannah",1932-05-08,Black/AA,"23498 Abbey Road Philadeplhia PE, 19403",Asamoah@hotmail.com,1,Yes,Honda Civic,188543,1202,5.9140699043461575,none
"Ortega, Jamie",1977-07-05,Asian,"23498 Abbey Road Philadeplhia PE, 19403",Ortega@gmail.com,1,Yes,Datsun 710,1569,1200,4.51176842547842,none
"al-Hossain, Ramzi",1946-09-27,Hispanic,8234 Chester Ave Chapel Hill NC 27514,al-Hossain@yahoo.com,0,No,Porsche 914-2,14594,1346,6.145940752528937,dog
"Bishop, Phuong",1970-08-29,Two or more,"23498 Abbey Road Philadeplhia PE, 19403",Bishop@outlook.com,1,Yes,Merc 450SLC,217944,1202,6.1345785110596385,dog
"Amador, Amber",1925-04-15,White,8234 Chester Ave Chapel Hill NC 27514,Amador@yahoo.com,0,No,Hornet 4 Drive,46313,1663,6.4631305971282735,dog
"al-Bashir, Quraish",1999-08-18,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,al-Bashir@hotmail.com,0,No,Toyota Corolla,112387,2324,7.123874041767606,parrot
"Draper, Cheyenne",1947-09-13,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Draper@hotmail.com,0,No,Camaro Z28,23924,1439,6.239237735105802,dog
